Mes,Cuenta,Depósitos,Cargos,TPV Bruto,Financiamientos,Efectivo,Traspaso entre cuentas,BMR CASH
Mar-25,BANBAJÍO-8652,39706844.29,39778989.14,0.00,0.00,0.00,0.00,0.00
